artist,song,decada,etiqueta_codigo,etiqueta_humana,lyrics
C-Kan,Voy Por El Sueño De Muchos,2010,True,,"Anoche a solas platiqué con mi pistola,
me dijo que la envidia y la fama llegan solas,
pero si quieres te ayudo con otro día así que vamos a dejar las tonterías.

Ando siempre pendiente,
prendido pa' tirar y nunca pasa nada,
ellos andan diciendo que me van a matar,
que mis horas están contadas, pero.
A mi la calle me corre en las venas,
si mueren como tontos, entonces no le temas,
conmigo va real y ese es el dilema
si no hay corazón, no se busque problemas
hoy, ellos a su envidia le dan uso,
hay los que me quieren y me odian por ilusos
yo entre cartuchos rumores escucho y lucho
voy por el sueño de muchos
llámales, diles que volví, que yo los busco
que de tanto soñar, ya ni van a dormir a gusto
que ando por Guanas en ranfla quemando arbusto
a gusto, anda sin pedo y sin sustos
BUUU! y que se le paren los pelos
no lo ve, créelo, nada cae del cielo,
me enamore de esto desde que vivía el abuelo
y aunque hoy muy constante vuelo, los pies siguen en el suelo

Se mira mal, su moral en el espejo
se mira lejos, pa' tras como cangrejos
tómalo como consejo, que en esto soy perro viejo
los malagradecidos, viejo, no llegan muy lejos

El de la ""C"", si yo ya me la sé
la envidia de tanto wey na mas por verme crecer
a mi me toco ver mucho sucio en este negocio,
que dicen ser sus socios, y te dan como a Colosio
también hay mucha rata disfrazada con sus trajes
y mucho culo disfrazado con tatuajes,
hoy yo les traje guerra así que no se rajen
me pisaron al subir, acá los miro cuando bajen,
A mi la calle me corre en las venas,
si mueren como tontos, entonces no le temas,
conmigo va real y ese es el dilema
si no hay corazón, no se busque problemas
hoy, ellos a su envidia le dan uso,
hay los que me quieren y me odian por ilusos
yo entre cartuchos rumores escucho y lucho
voy por el sueño de muchos

Voy por el sueño de muchos, y por cada persona que lucho,
alguna vez ya me dijo te quiero mucho,
el dicho dice de tal palo a tal astilla
y en mi familia el talento es lo que brilla,
no me azorrillan los que han tachado mi nombre
que desde morrillo ando caminando en la lumbre
yo de costumbre, dejo que el tiempo decida
y sabrá Dios el día que me quede sin vida,
yo me encomiendo a los piratas que me cuidan
y no perdono gente malagradecida,
sinceramente llegara quien me ha costado,
ahora estoy enfocado en busca de lo que he soñado
que hay un chingo de gente que valora mi trabajo
y aunque algunos quisieran, que me dieran para abajo,
a estas alturas, la fama no me interesa,
me motiva pensar que todo esto apenas empieza

A mi la calle me corre en las venas,
si mueren como tontos, entonces no le temas,
conmigo va real y ese es el dilema
si no hay corazón, no se busque problemas
hoy, ellos a su envidia le dan uso,
hay los que me quieren y me odian por ilusos
yo entre cartuchos rumores escucho y lucho
voy por el sueño de muchos
Yo sé que yo no no no no no no no, soy inmortal un día tendré que marcharme
pero no no no no no no no, voy a dejar que sea tan fácil matarme
ya se fueron los tiempos de enredarse conmigo, digo,
ahora todo gira diferente,
si de frente en verdad quieres ser mi enemigo, dilo
y veras que una bala nunca miente
Y no meta la pata, aunque mire el charco bajito
que no sabe ni que conectes tiene el chamaquito
UFF! SHUT UP deja que maneje el Rufter, va el Kuino de copiloto
y sobre del que ya trae cruz
NO MERCY que pida una ambulancia de taxi,
CRAZY, le salio re-caro en PAPARAZZI
Así se hace, y a mi no me amenace,
miedo ni a satanás, lo que va a pasar que pase

A mi la calle me corre en las venas,
si mueren como tontos, entonces no le temas,
conmigo va real y ese es el dilema
si no hay corazón, no se busque problemas
hoy, ellos a su envidia le dan uso,
hay los que me quieren y me odian por ilusos
yo entre cartuchos rumores escucho y lucho
voy por el sueño de muchos
AJA
Oye Ness, cuando te dije que íbamos a hacer historia,
yo no estaba jugando, ya saben con los que ando, representando
C-MOBSTAZ
Mastered Trax
Y desde la base, con el único que tiene los controles en los químicos, el verdadero,
THE ONE AND ONLY
HYDE
Ya saben lo que hay, voy por el tuyo, el de él, el de los otros
y el de nosotros,
Yo voy por el sueño de muchos"
C-Kan,La Calle Sabe De Mi Nombre,2010,True,,"En el año 2003
Un día dijeron Huicho y el K-9
Vamos hacer un grupo de rap, a ver qué sucede
Sin tener ni puta idea que entre caguas que se beben
Nació un icono del rap con guanatos como C

Y ahí fue que sucede en el barrio de la cancha
La vida me noqueó y me levanté por la revancha
Un día perdí el trabajo, la vieja y el cantón
¿Dónde estaban esos güeyes para hablar de este cabrón?

¿Verdad que no? Entonces no tenía ni puta idea
Que los hace pensar que hoy en día me dan pelea
Si hoy todo mi barrio de mí se siente orgulloso
Oiré a la jefa decir: Luis, no seas tan mentiroso

Como ustedes, que andan presumiendo pertenencias
Dizque roba, dizque vende, dizque mucha delincuencia
Pero yo que sé de ti, sé que todo es apariencia
Que si no fuera por papi, ni el carro, ni la licencia

Ni tú te mantienes, mami te compra el cereal
Mantente lejos del gangsta rap, mantenlo real
Porque para gozar tienes que pasar las malas
Es como no sangrar después de sentir las balas

Como el jefito
¿Cuántas canciones que ya le escrito?
Daría todo por poder rolar un blunt con el Kuinito
No se puede, no se pudo y no se va a poder
Más le estoy chingando recio pa' si un día los vuelvo a ver

Cantar juntos una rola, jalarle a la pistola
Y decirle que no hay pedo, que la jefa no está sola
Que gracias a mis rolas no falta pan en la mesa
Y que su hijo allá en la tierra movió miles de cabezas (La calle sabe de mi nombre)

Mi historia por mí responde
Ni con mil mentiras una verdad se esconde
La calle sabe de mi nombre

Ya son varios años caminando entre la lumbre
La calle sabe de mi nombre
No esquivar la mala se me hizo costumbre
La calle sabe de mi nombre

Después de eso cayeron las ventas, fotos y firmas en la pataleta
Muchos conciertos de viajes maletas, revistas y letras buscando conectas
Estoy harto de cantaletas, que si no cantas de lo que aparentas
Ya si mis rolas se dieron la vuelta por todo el planeta moviendo banquetas

Me cago de la risa, parece llevan prisa
Y terminan como mosco embarrado en el parabrisas
Si yo soy su padre, déjalos que digan misa
Ni un puto peso de la radio ni de Televisa

Me dirán vendido si voy y firmo con Sony
Aunque aquí me distribuyen los piratas de San Jhonny
Desde mi inicio
Los piratas saben del proceso
Y total, yo también compro de esos discos de 10 pesos

Original lo compra el que tenga feria pa' eso
Y pienso
Yo no me voy a morir por eso
Que escuchen mi música, eso es lo que cuenta
Total, cuando me muera no me vo' a llevar la cuenta

Ni la punto 40, ni 100 ni de 50
Pero encárgate de que mis hijos ya no paguen renta
Ten en cuenta, mi rap es lo que me da la gana
Yo nunca vine a esto por fanáticos ni fama

Dices que me vendí, loco, 'tas equivocado
Porque fueron mis CD's los que ya están agotados
Digamos que encontré lo que tanto había buscado
Un trabajo que me ayude a mi familia a dar bocado

Llamen al abogado
Otra vez me han demandado
Todas esas rastar, de homicidio en primer grado
Total, en los juzgados
Ya estoy bien embrocado
Discúlpate y vete tu juego, está terminado (La calle sabe de mi nombre)

Mi historia por mí responde
Ni con mil mentiras una verdad se esconde
La calle sabe de mi nombre
Ya son varios años caminando entre la lumbre
La calle sabe de mi nombre
No esquivar la mala se me hizo costumbre
La calle sabe de mi nombre"
C-Kan,Esta Vida Me Encanta [Remix],2010,True,,"Mucha gente piensa que
Lo que tenemos no' lo regalaron
O nos cayó del cielo
Y se ponen a criticar (oye Smoky, tirala), pero ellos no estaban cuando

De chamaquito primero
Fui pandillero
Luego rapero
Después vino el dinero, y para ser sincero (para ser sincero)
Vengo de ceros, nací en el ghetto
Nada espero, pero (este es el remix)

Esta vida me encanta
El chamaquito hoy vive de lo que canta
Andando en la calle la guerra no le espanta, bajas y altas
Tengo lo que quiero y lucho por lo que me falta (desde Monterrey)
Esta vida me encanta, me gusta, la gente me juzga
Dicen que allá fuera los enemigos me buscan
Pero no se luzcan que nada se buscan
Yo vivo real, sus amenazas no asustan

Muchos me tiran, pero me di cuenta
Que ellos quieren vivir como yo la vivo
Yo lo que siento lo digo
Por ejemplo, van a acabar abajo de mi ombligo
Más de un testigo le queda lo que escribo
Más amor que odio de a montones recibo
Viejas me ponen de divo y na'más por que canto me dicen que estoy atractivo
Aja, y eso que algunos me llevan ventaja
Les queda más a ustedes eso de ""lo que sube baja""
De plano en mi rap no encajan, tírenme, que me relaja
Davo a tu ruca se agasaja y eso que ni me cuaja (T-Killa)

Esta vida me encanta, tiene tempestad
Pero también tiene su calma
Una y otra vez, enfrentarla
Puedes perder, pero después de caer te levantas, anda
Vive disfrutando del dolor y el placer
Empieza caminando para después correr
Esta vida va entrenándote
Se trata de manejarla y pasarla bien (dícelos, Aero)
Súbele a la base, otro pase pa' andar bien pilas
Un arsenal de rimas de homies que rompen filas
Desde el 1999 la mueve rompiendo las tarimas
Es el Aeronáutico, el que dilata pupilas
Me vigilas, siempre con lo ojos abiertos, aeropuertos
Grifa, pues sí hay gente en los conciertos
Yo lo voy a dejar hasta que revivan los muertos
El rap de calidad déjaselo a los expertos

Esta vida me encanta
El chamaquito hoy vive de lo que canta
Andando el la calle la guerra no le espanta, bajas y altas
Tengo lo que quiero y lucho por lo que me falta
Esta vida me encanta, me gusta, la gente me juzga
Dicen que allá afuera los enemigos me buscan
Pero no se luzcan, que nada se buscan
Yo vivo real, sus amenazas no asustan (estas tienen más calientes)

De chavo fui pandillero, nació el amor a las letras
Hoy me llaman veterano y en la escena me respetan
El rap me dio un lugar, puso mi nombre entre los grandes
Todo ganado a pulso, nadie nos dio ni madres
Sentir el éxtasis subiendo a la tarima
Es un halago que el público coree todas mis rimas
De antaño hacíamos feria hasta cantando en el camión
Orgullosamente digo ""ser MC es mi profesión""

Cuando va me gusta, pero sin más me levanto
Y es por envidia que mi vida no les encanta
Y sí, ya sé que a veces es injusta
Pero así le tocó vivir y ahora se aguantan
Yo tengo tratos con todo tipo de gente
Productores y promotores, y también delincuentes
Con contactos que me tienen independiente
Y convirtieron a la competencia en mi mejor cliente (Big Metra)

Adivina quién llegó, el papá de los pollitos
Para que te quede claro por qué yo no me divido
Me llamaron, me dijeron que contara lo que he vivido
Pues en esto comencé desde que yo era un chamaquito
No me quito, aquí me quedo, 100% verdadero
Aunque digan y comenten que yo soy reggaetonero (sí, jajaja)
Pero eso no me importa porque yo domino el flow
Y mi música me lleva a conocer el mundo entero

No me hables de shows, de esos tengo de a madres
Ya dejé el camión, ahora viajo en primera clase
El refrigerador está lleno y nada falta
Yo soy mi propio jefe, esta vida me encanta

Esta vida me encanta
El chamaquito hoy vive de lo que canta
Andando en la calle la guerra no le espanta, bajas y altas
Tengo lo que quiero y lucho por lo que me falta
Esta vida me encanta, me gusta, le gente me juzga
Dicen que allá afuera los enemigos me buscan
Pero no se luzcan, que nada se buscan
Yo vivo real, sus amenazas no asustan

Me muevo, vivo de esto, la gente me escucha y se pone histérica
Yo grabo un track, y en un tic-tac ya le dio vuelta a América
No es por presumir, no tengo billetes de sobra
Pero al menos en todo el país hay gente que me nombra
Estoy pegando en ciudades que ni sabía que existían
A mí esta vida me encanta, quién lo diría
Me dio un millón de fans que están pidiendo otra canción
Lo tuyo no es envidia, lo tuyo es frustración
Desde morrito ando en la calle, Zimple nunca ha sido un santo
Encanto, y cuando me caigo me levanto
Me la vivo fumando, escribiendo, viajando
Yo, corro con suerte de poder vivir soñando
No tengo millones, ni carro, ni mansiones
Pero tengo un lugar en un chingo de corazones
Sigo luchando por todo lo que he soñado
Con la puta frente en alto camino por todos lados

Un día me ignoraron, de mí dudaron, total dejaron promesas al aire
Pero hoy vivo que Dios, no le envidio nada a nadie
Y me paso madrugadas escribiendo con mi leño
No quiero dormir, la vida real superó mis sueños
Hay miles que ya se entonan mis rimas en su garganta
Ellos seguirán cantando el día que yo les haga falta
Posdata, la humildad no se compra con plata
El boss sin corbata, esta vida me encanta

Esta vida me encanta
El chamaquito hoy vive de lo que canta
Andando en la calle la guerra no le espanta, bajas y altas
Tengo lo que quiero y lucho por lo que me falta
Esta vida me encanta, me gusta, la gente me juzga
Dicen que allá afuera los enemigos me buscan
Pero no se luzcan que nada se buscan
Yo vivo real, sus amenazas no asustan

Vuelvo y repito, los números no hablan
Y los hechos lo demuestran todo
El remix mexicano
La tierra donde se le chinga por lo que se quiere
No hay otro modo
Acá se hace por corazón y gusto
No por centavos
Smoky, MC Davo, Mazatlán y Monterrey
Oye. T-Kila. lo que haga historia hoy
Seguirá sonando mañana
Tijuana, ustedes nos conocen desde cero
Don Aero, lo real se nota, se siente
Pregúntale al Tanke de Aguascalientes
R-A-P de cora, Sonora

La historia no se repite, y por acá nadie compite
Little, que nos conviertan en convictos
Si ser rapero es un delito
Ve y pegunta en el Sistrito
Big Metra, nos mantenemos invictos
Nacimos para luchar, acá a nadie se le teme
Santa RM, es Zimple
Cuando el éxito te acompaña
Inevitable no ver la envidia crecer
El Perro de la C
Voy por el sueño de muchos
Estoy convencido, para esto nací
Y absolutamente nadie es inmortal
Pero la música sí, no se trata de caminar
Sino dejar la huella en el camino
Para que los que vienen detrás puedan seguir los pasos
Maxo"
C-Kan,Somos de Barrio,2010,True,,"En Jalisco existen ochocientas pandillas aproximadamente,
hoy encendí el televisor miré mi rostro y el de otros homies,
el reportaje del día,
el reportero decía,
jóvenes marginados, agrupaciones,
pandillas de alto riesgo,
son o se hacen los ciegos,
que saben ellos de crecer en barrios humildes,
que por tu aspecto te hagan sentir que no sirves,
de esperar a que los contrarios bajen,
o que te nieguen un buen empleo solo por los tatuajes,
el homie se tatuó el nombre del hermano que lo mataron a los veinte,
trabajador, decente,
y el oficial que aspira perico y expresión agente,
le llama delincuente,
la nena el padrastro quiso abusar,
mamá la ignora autoridad,
jaja ni pa que denunciar,
otros quienes para dar una vida digna a la familia se hacen buen punto,
después calos feos, haces cana, la familia se jodió y punto,
unos mas que ni familia tienen,
una familia te protege un barrio también,
te ayuda un barrio también,
mi barrio, mis amistades de pequeño,
antes canicas y trompos hoy trompones y leños,
me juzgan por la apariencia y los trajeados políticos a ojos de muchos pegan los mas grandes robos,
por favor humilde no bobo,
delincuente yo delincuente el oficial que me persigue a diario,
porque su barrio,
no es mas lujoso que el mío,
pero es la autoridad claro y yo,
con coraje, sin gallo,
ni dinero me tengo que quedar conforme,
delincuentes pero con uniforme,
lo que me tiene conforme,
es que yo vivo del aplauso de la gente que paga tu salario,
delincuente yo,
jaja delincuente tú nosotros somos de barrio.

Nosotros somos de barrio,
tu no viste lo que yo,
no viviste como yo,
no creciste donde yo,
soy de barrio,
tu no fuiste lo que yo,
no aprendiste como yo,
no vienes de donde yo,
soy de barrio,
diario,
caen los contrarios,
sirenas cantan en el vecindario,
por aquí la muerte visita sin horario,
varios,
somos de barrio.

El sistema señaló mi colonia pa donde me hago,
allí puro vago,
tatuado sin trabajo y barrios,
loco sin descanso,
jefe haber dígame,
cuantos policías es que a usted lo persiguen,
nada con su saco y corbata,
pero seguro usted es mas rata,
que los perros de mi cuadra,
yo no estudié pero si me he dado cuenta,
que por una firma a todos nos da la vuelta,
yo tengo que salir a la calle y rifármela,
acordándome de aquellos que ya estiraron la pata,
con plata,
finanzas,
drogas o venganzas,
así es las calles de la gente marginada,
pero de que historias ni memoria pa contarla,
no viste lo que yo no me digas tus mamadas,
arte poética revolucionaria,
la Cruz Blanca y la Cancha,
hu.

Nosotros somos de barrio,
tu no viste lo que yo,
no viviste como yo,
no creciste donde yo,
soy de barrio,
tu no fuiste lo que yo,
no aprendiste como yo,
no vienes de donde yo,
soy de barrio,
diario,
caen los contrarios,
sirenas cantan en el vecindario,
por aquí la muerte visita sin horario,
varios,
somos de barrio.

Bienvenido al terreno,
de guerras con puños, truenos,
donde nacen sueños,
malandros de pequeños,
voy por mi leño,
en el barrio que me enseñó,
que con un rosario y la fe del Señor,
no hay temor,
si de lejos la intención distingo,
las balas se llevaron al Enano y a Domingo,
mas yo le chingo,
voy por el sueño de muchos,
y lucho,
pa escucharme si un día me marcho,
que me ven en la Cancha 98,
yo de arriba los guacho,
dando un gallo con el Poncho,
total Padrino,
pa morir nacimos,
pero las cicatrices recuerdan de onde venimos,
oímos,
mas novenarios que serenatas,
de que quieren que cante no nací forrado en plata,
trata,
de vacacionar por mi vecindario,
no viene de onde yo yo soy de barrio.

Nosotros somos de barrio,
tu no viste lo que yo,
no viviste como yo,
no creciste donde yo,
soy de barrio,
tu no fuiste lo que yo,
no aprendiste como yo,
no vienes de donde yo,
soy de barrio,
diario,
caen los contrarios,
sirenas cantan en el vecindario,
por aquí la muerte visita sin horario,
varios,
somos de barrio.

Oye,
este es el remix,
es,
Ness,
Guanatos, Guzmán,
Togwy, C-Kan,
Da Players Town,
MTL Ridaz,
C-Mobztas,
somos de barrio,
volumen dos,
el Boss.

Nosotros somos de barrio,
tu no viste lo que yo,
no viviste como yo,
no creciste donde yo,
soy de barrio,
tu no fuiste lo que yo,
no aprendiste como yo,
no vienes de donde yo,
soy de barrio,
diario,
caen los contrarios,
sirenas cantan en el vecindario,
por aquí la muerte visita sin horario,
varios,
somos de barrio."
Calibre 50,El Niño Sicario,2010,True,,"Plebe, ya te manchaste las manos de sangre
Ni modo, ya no queda de otra, sólo queda entrarle
Te enseñaste a matar temprano y has tomado el mal camino
No cumples ni lo quince años y aún tienes la cara de niño
No llores ni te sientas mal, así todos empezamos
Bienvenido al mundo real, ahora ya eres un sicario

Tus lágrimas seca, muchacho, pronto vas a acostumbrarte
Tus manos están temblando como cualquier principiante
Las calles han sido tu escuela y el bandalismo tu vida
Pasaste hambres y tristezas, la mafia ahora es tu familia
Escucha bien lo que te digo, pondré esta pistola en tus manos
Tú me cuidas, yo te cuido; me traicionas y te mato

Pasaron tan sólo dos años y el novato se hizo experto
Al estilo siciliano, no sentía remordimiento
El niño se fue para siempre y el hombre salió en defensa
Soy pistolero de un jefe, más de cien llevo en mi cuenta

Al juez eterno encomiendo el alma mía
Sólo Él puede juzgarme y perdonar
Esta oración de mis pasos cuida
Pero la sombra de la muerte me seguirá
Ser sicario ahora es mi vida
Escogí este camino y ya no hay marcha atrás

Salí de misión aquel día y me integré a mi comando
Recé tres Aves Marías y me empuñé mi rosario
La cita se volvió una trampa, los socios se hicieron contrarios
Resistíamos con balas en medio del fuego cruzado
Pero ellos eran demasiados, ya no había escapatoria
Cayeron todos mis aliados y vacía quedó mi pistola

Los impactos fueron certeros, tres balas pasan el blindaje
Un frío recorre mi cuerpo, hay sangre por todas partes
Tú sabes que yo no soy malo, la vida me ha llevado a esto
Soy culpable y he pecado, falté al quinto mandamiento
Dios mío, ¡ábreme tus puertas!, por favor, no me dejes solo
La muerte se sentó en mi mesa y siento que me toca el hombro

Plebes que siguen mis pasos, voy a darles un consejo
Valoren familia y trabajo, sean hombres de provecho
En la mafia hay dos cosas seguras: o la cárcel o la muerte
Por mala suerte encontré la segunda y tan sólo tenía diecisiete"
Chalino Sánchez,Nacho Verduzco,2010,True,,"Querían aprehender a un hombre
Tal vez cruzado de manos
Y así anotarse otro triunfo
El gobierno americano
Y Nacho los recibió
Con la pistola en la mano

Corría el año 83
Cuando los hechos pasaron
El día 14 de abril
Disfrazados se acercaron
A las 6:00 de la mañana
A su casa le llegaron

Nacho tenía unos pendientes
Y no supo ni quién era
Con el primero que entró
Se prendió la balacera
La ley no se imaginaba
Que el mero jefe cayera

Decía, Nacho Verduzco
Agonizando de muerte
""Sabía que tarde o temprano
Se me iba a acabar la suerte""
Después de tanto balazo
Su cuerpo quedaba inerte

La gente lo extraña mucho
Porque a Nacho lo querían
Que Dios lo tenga en la gloria
Su destino así sería
Dice su hermano Rosario
""Sabía que esto pasaría""

Otro valiente que muere
Pero en la raya quedó
No se fue solo del mundo
Un policía se llevó
Con una 45
Por delante lo mató

No se concedió su gusto
Como en vida lo pidiera
Quería ""El Verde Pinito""
También ""El Puño de Tierra""
Corrido de ""Chito Cano""
Y también, ""La Pajarera"""
Chalino Sánchez,Chico El Colorado,2010,True,,"Voy a recordar cantando a un hombre que fue cabal
En el limon tehaheche todos han de recordar cuando a
Balazos peleaba Chico con la judicial, son hechos no son mentiras fue un hombre muy afamado, el nunca conocio
El miedo de eso nadie se ha quejado, Francisco Fellix su nombre su apodo era el Colorado .
Tenia muchos enemigos siempre andaba bien armado, mucho miedo le tenian judiciales y soldados
El plomo muchos mordieron pero jamas fue apresado.
La jente lo respetaba tenia muy buenos amigos
Era cria de valientes tenia que ser su destino, de
Estos hombres nacen pocos Chico fue un hombre muy fino
Cada quien trae su destino un dia tenia que acabar
De una boda regresaba por todo un camino real
La muerte ya lo esperaba en el rancho el espinal
Le salieron al camino del caballo se bajo con una super del 11 al panteon mando al sen or.
Adios digo a mis amigos ya me llevan a enterrar,
El Colorado se ha muerto ya nunca peleara y a los que a mi metaron ya nunca mas pelearan"
El Komander,La Vuelta Cargada,2010,True,,"Doble fondo al tanque ya está muy quemado
Aquí en la frontera
Tengo al numero uno pa' hacer buenos clavos

Mándeme la troca repleta de verdes
Aquí en Sinaloa
La cargo macizo de cuadritos blancos

No hubo ni un problema
Sali muy temprano
Hace más de una hora
Le pase en verguiza
Reten desengaño

Me vienen siguiendo cerquita de Guaymas
Una tajo negra no se me despega
Y una lobo blanca

Voy a charolearles, si a caso me paran
Tal vez sea el gobierno
Tal vez sea la gente que cuida la plaza

Seguimos en uno, me están escoltando
Los que me seguían le mandan saludos
Son gente del mayo

Cambiaron las cosas aquí en Sonoyta
Me están desarmado la troca los wachos
Pero no me agüitan

Pasaron un laser que no encuentra nada
Te echaron dos perros que andan vueltos locos
Buscando la blanca

Siga su camino me dijo un teniente
Pero no me engaña, yo sé que algo trae va
Pero es muy valiente

Prendieron torretas varios federales
Pisan mis talones llegando a Chicali
No puedo atorarles, mande la conecta
La clave el apoyo, siguen avanzando
No puedo dejarlos van a reventarme

Tranquilo mi compa forjese un bañado
Destape un buchanas es la bienvenida
Lo estoy esperando"
Faruz Feet,Underdogg,2010,True,,"Y volteo a mirar hace un par de años
mis primeras líneas ¿Dios mío qué pasó?
qué me bendijo con un flow chingón
moviéndome en el barrio el mejor underdog y se oye (?)
Soy yo rolando en el barrio
Oilos tumbando sus carros
En el barrio que me vió crecer

Con 9 años un disco que no entendía una familia ropa que a nadie le
servía sueños y calle el pan de cada día los vicios No
tardaron me toparon en la esquina fue un pasado espeso
¿quieres saber de eso?
Que me rompieron mi alma antes que mi primer hueso crecí como los
cuervos nada más guachando muertos hoy les
robo la inocencia antes que su primer beso

Para mí No fue fácil haber dejado a mi familia persiguiendo un sueño
de rapear en esta vida darle baro a
los míos desesperado güey pues mira
A mí me castra el hecho de ver Aabs con la cocaína
De mis homies con el refri vacío dejaron el rap,
un hijo un mal trabajo y hay que generar porque aquí arte el nunca se
va a valorar hasta que no le acerques a
un libro a tus hijos como si fuera un pan

Y ahora déjalo deja que me sienta bien y suéltalo mi rap es como fajo
de billetes sólo amalo un problema llámame,
no contestó no hay amor vivo agradecido con quién inventó el perdón

Sólo déjalo cómo es que llegué aquí eso sólo sabe Dios como es que yo
tenía que morir desde los 10 y 1 con 22 y amor al hip Hop que un
día nos levanto aquí se cae por rucas no por drogas casi siempre

Y volteo a mirar hace par de años mis primeras líneas Dios mío qué
pasó qué me bendijo con un chingón
moviéndome en el barrio el mejor underdog y se oye (?)
Soy yo rolando en el barrio
Oilos tumbando sus carros
En el barrio que me vio crecer

No hay corazón de melón lo siento bombón mi currículum vitae me
convierte en tu patrón mi nombre señor acción budha Vhu Para el
combow pero los enemigos me llaman al buzón y me dejan una amenaza
que van a mi casa pero me laten los perros y yo toco esa raza ya sé
que no muerde y sí muerde no traspasa
la piel de mi rap cubierta de tanta grasa

Confío más en mi ruca que no organizador vuelvo al barrio que me vio
de morro jugando panboy me regalaron un disman a los doce y va dando
el roles me veían raro la chupan todos esos monitores desde mi primer
disco causó impresión como Hall rock me volví un imán de odio súper
pronto que hasta tus propios morros quieren ver caer tu
sangre por eso ahora voy más sólo quedan el día de las madres

Oh shit traje las letras jumbo donde piso undo donde pegó zumbo yo
aprendí que mejor muerto que moribundo y que
a chupadas nunca me voy a comer el mundo

Y volteo a mirar hace par de años mis primeras líneas Dios mío qué
pasó qué me bendijo con un chingón
moviéndome en el barrio el mejor underdog y se oye (?)
Soy yo rolando en el barrio
Oilos tumbando sus carros
En el barrio que me vio crecer"
Joan Sebastian,Manuel Juárez,2010,True,,"En un ranchito en la sierra
Feliz vivía Maunuel Juárez
Arrendando sus caballos
Cuidando sus propiedades
Trabajando bien su tierra
Poco sale a las ciudades

Bonita estaba su chata
Estaban recién casados
Vivían en casa de adobe
Pero bien enamorados

La feria del cuarto viernes, señores
Se celebraba en el pueblo
Cerca de semana santa
Pero andaba suelto el diablo

¡Uah!
Y arriba Sinaloa amigos
Ah, ja, ja

Manuel ensilla una yegua
También su potro más fino
Con su sonrisa y su chata
Con rumbo al pueblo, se vino
¡Caramba! ¡qué mala pata!
¡Qué jugada del destino!

Un tipo grita en la calle
¡Ay, qué rechulas caderas!
No se refería a la yegua
Y esas si son tiznaderas

Manuel le dió vuelta al potro
El otro sacó pistola
Juárez es herido de un brazo
El otro muerto hecho bola
En las patas del caballo
Que Manuel Juárez adora

Testigos hubo del caso
Y aunque a Manuel apresaron
Luego, de averiguaciones
En libertad lo dejaron
Mientras que calladamente
Al hocicón sepultaron

Y en un ranchito en la sierra
Allá vive Manuel Juárez
Con sus hijos y su chata
Tiene pocas amistades
Trabaja cuacos y tierras
Ya no sale a la ciudades

Yo con esta me despido, señores
Y les recuerdo una cosa
Que aunque sea humilde el ranchero
Hay que respetar su esposa"
